movie_display_name,$_total_box_office,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,$_domestic_DVD_sales,movie_financial_summary_production_budget
Journey to the Center of the Earth,243180937,101704370,141476567,32498092,45000000
RoboCop,242981799,58607007,184374792,6750227,120000000
Four Weddings and a Funeral,242281039,52086062,190194977,,4500000
Face/Off,241197065,112273211,128923854,,80000000
Die Hard 2,239814025,117323878,122490147,,70000000
Crocodile Dundee 2,239606210,109306210,130300000,,14000000
The Girl with the Dragon Tattoo,239373970,102515793,136858177,26689474,90000000
Grand Canyon: The Hidden Secrets,239000000,52800000,186200000,,00000
Resident Evil: Retribution,238940997,42345531,196595466,15405433,65000000
Batman & Robin,238300947,107308328,130992619,,125000000
Dead Poets' Society,237966799,94326915,143639884,,16400000
Hauru no ugoku shiro,237814327,4710455,233103872,16837421,24000000
Click,237669602,137340146,100329456,81325291,82500000
Cloudy with a Chance of Meatballs,236827677,124870275,111957402,51679346,100000000
American Reunion,236799211,56758835,180040376,18653392,50000000
Dark Shadows,236527149,79727149,156800000,16789014,150000000
Silver Linings Playbook,236412453,132092958,104319495,19287059,21000000
2 Fast 2 Furious,236410607,127120058,109290549,,76000000
Artificial Intelligence: AI,235900000,78616689,157283311,,90000000
A Few Good Men,235685612,140525790,95159822,,33000000
American Pie,234723148,101800948,132922200,,12000000
Eraser,234387469,101283031,133104438,,100000000
Mr. Bean's Holiday,234268525,32589350,201679175,28542409,25000000
The Mask of Zorro,233642327,93771072,139871255,,65000000
Spy!,233125712,110825712,122300000,8180271,65000000
The Day the Earth Stood Still,233066978,79366978,153700000,33170998,80000000
Gone in 60 Seconds,232643008,101643008,131000000,,103300000
Gulliver's Travels,232017848,42779261,189238587,6938534,112000000
Million Dollar Baby,231946985,100422786,131524199,,30000000
The English Patient,231651430,78651430,153000000,,35000000
Juno,231450102,143495265,87954837,58094736,7000000
Green Lantern,231201172,116601172,114600000,22384677,200000000
The Heat,229727774,159581587,70146187,42919011,43000000
Ghost Rider,229545589,115802596,113742993,103882484,120000000
Life is Beautiful,229400000,57598247,171801753,,00000
The Green Hornet,229155503,98780042,130375461,16574350,110000000
Big Daddy,228641283,163479795,65161488,,30000000
Xia Luo Te Fan Nao,228558151,1289195,227268956,,00000
Chicken Run,227793915,106793915,121000000,,42000000
The Imitation Game,227773686,91125143,136648543,5687636,15000000
Charlie's Angels: Full Throttle,227200000,100814328,126385672,,120000000
Argo,227140757,136025503,91115254,25376346,44500000
Taken,226941585,145000989,81940596,80410606,25000000
Get Smart,226739416,130319208,96420208,37718444,80000000
Yes Man,225990976,97690976,128300000,30644446,50000000
Good Will Hunting,225839411,138339411,87500000,,10000000
Rocky,225000000,117235147,107764853,,1000000
The Social Network,224922135,96962694,127959441,24292955,40000000
It's Complicated,224614744,112735375,111879369,40222516,85000000
Sister Act,224298649,132303799,91994850,,00000
Con Air,224087161,101087161,123000000,,80000000
Jumper,223636949,81168265,142468684,36010573,82500000
Interview with the Vampire: The Vampire Chronicles,223463524,105163524,118300000,,50000000
Percy Jackson & the Olympians: The Lightning Thief,223050874,88768303,134282571,42114452,95000000
Lethal Weapon 2,221918777,141872763,80046014,,00000
"Honey, I Shrunk the Kids",221882342,129906514,91975828,,00000
Bedtime Stories,221468935,110101975,111366960,54202097,80000000
Wild Wild West,221229335,113805681,107423654,,175000000
Fahrenheit 9/11,221148959,119114517,102034442,,6000000
Constantine,221119492,75500759,145618733,,75000000
Captain Phillips,220648184,107136417,113511767,18068710,55000000
The Little Mermaid,220615965,109859444,110756521,215066949,00000
Elf,220236410,173398518,46837892,,32000000
Disney Planes,219782580,90282580,129500000,51443494,50000000
Knocked Up,219265952,148761765,70504187,121076258,27500000
Kingdom of Heaven,218853353,47398413,171454940,,110000000
The Terminal,218673959,77073959,141600000,,75000000
What Happens in Vegas...,218535708,80277646,138258062,33996136,35000000
The Prince of Egypt,218417900,101217900,117200000,,60000000
Sleepless in Seattle,218076024,116856908,101219116,,00000
The Sorcerer's Apprentice,217986320,63150991,154835329,24986039,160000000
Collateral,217670152,100170152,117500000,,60000000
Valentine's Day,217569328,110485654,107083674,20593042,52000000
Jack Reacher,217370736,80070736,137300000,13526670,60000000
Presumed Innocent,217112215,82115403,134996812,,00000
Dracula Untold,216821942,55991880,160830062,9465120,70000000
Twins,216600000,111936388,104663612,,15000000
Ted 2,215672053,81284830,134387223,,00000
Bad Teacher,215448997,100292856,115156141,13389537,19000000
The Patriot,215300000,113330342,101969658,,110000000
Australia,215080810,49554002,165526808,29479971,130000000
Just Go With It,214974953,103028109,111946844,19517101,80000000
Hansel & Gretel: Witch Hunters,214949716,55703475,159246241,12618316,50000000
Flightplan,214392904,89706988,124685916,,55000000
The Bourne Identity,214357371,121468960,92888411,,60000000
Dirty Dancing,213900000,63892689,150007311,21436063,00000
Vertical Limit,213500000,68473360,145026640,,75000000
Battle: Los Angeles,213463976,83552429,129911547,14942188,70000000
Miss Congeniality,213420951,106807667,106613284,,45000000
"Crouching Tiger, Hidden Dragon",213200000,128067808,85132192,,15000000
The Help,213120004,169705587,43414417,92679180,25000000
Ghostbusters II,213006056,110000794,103005262,,00000
Lemony Snicket's A Series of Unfortunate Events,212956024,118627117,94328907,,100000000
Master and Commander: The Far Side of the World,212912137,93926386,118985751,,135000000
Pulp Fiction,212886108,107886108,105000000,,8000000
Non-Stop,212742160,91742160,121000000,11110002,50000000
District 9,212453431,115646235,96807196,35191370,30000000
Horrible Bosses,212417601,117538559,94879042,23940693,35000000
Ace Ventura: When Nature Calls,212384285,108344348,104039937,,30000000
Public Enemies,212282709,97104620,115178089,37216384,102500000
Disclosure,212161593,82976682,129184911,,00000
End of Days,212026975,66889043,145137932,,100000000
Total Recall,211856088,58877969,152978119,13531722,125000000
Fury,211755593,85755593,126000000,13628690,80000000
Due Date,211739043,100539043,111200000,29391361,65000000
Entrapment,211700000,87707396,123992604,,66000000
Immortals,211562435,83504017,128058418,19724589,75000000
Bram Stoker's Dracula,211481986,78142084,133339902,,40000000
Moonraker,210300000,70300000,140000000,,31000000
The Expendables 3,209461378,39322544,170138834,15152291,100000000
Braveheart,209045647,75545647,133500000,,72000000
Jaws 2,208900376,102922376,105978000,,20000000
Safe House,208542162,126181630,82360532,25082420,85000000
The Aviator,208370892,102608827,105762065,,110000000
Traffic,208300000,124107476,84192524,,48000000
Garfield,208094550,75367693,132726857,,50000000
Xi you xiang mo pian,207927982,18058,207909924,205797,00000
The Others,207765056,96522687,111242369,,17000000
Clear and Present Danger,207320283,121832939,85487344,,62000000
S.W.A.T.,207154748,116877597,90277151,,70000000
Sleepy Hollow,207068340,101068340,106000000,,70000000
Eat Pray Love,206598789,80574010,126024779,39206716,60000000
The Fast and the Furious,206512310,144512310,62000000,,38000000
Red Dragon,206455420,92955420,113500000,,78000000
The Break-Up,205727307,118703275,87024032,52854244,52000000
White House Down,205440387,73103784,132336603,15537594,150000000
JFK,205400000,70405498,134994502,,40000000
Ren zai jiong tu zhi tai jiong,205400000,00000,205400000,06522,00000
Tomorrowland,205336322,93436322,111900000,3509544,170000000
Gake no ue no Ponyo,205312666,15090399,190222267,26800820,34000000
The Ugly Truth,205298907,88915214,116383693,31934968,38000000
The Holiday,205135173,63224849,141910324,73614272,85000000
Yogi Bear,204774690,100246011,104528679,17654721,80000000
Valkyrie,203902107,83077762,120824345,32510384,90000000
King Arthur,203877963,51877963,152000000,,90000000
Alien,203630630,80930630,122700000,,9000000
Into the Woods,203502372,128002372,75500000,14834293,50000000
Everest,203485569,43309450,160176119,,00000
Fun With Dick And Jane,203018919,110550000,92468919,29907987,140000000
You Don't Mess With the Zohan,202910991,100018837,102892154,35411287,90000000
Hairspray,202871849,118871849,84000000,104204647,75000000
21 Jump Street,202812429,138447667,64364762,39018831,42000000
Vanilla Sky,202726605,100614858,102111747,,70000000
Patch Adams,202173000,135014968,67158032,,50000000
Paranormal Activity 3,202053386,104028807,98024579,,5000000
Flashdance,201463574,90463574,111000000,,7000000
Percy Jackson: Sea of Monsters,200859554,68559554,132300000,25775598,90000000
Cats & Dogs,200700000,93375151,107324849,,60000000
Philadelphia,200512063,76512063,124000000,,26000000
Straight Outta Compton,200446771,161058685,39388086,,28000000
Rocky 2,200182160,85182160,115000000,,00000
Kindergarten Cop,199388425,88846113,110542312,,26000000
Two Weeks Notice,199043309,93354918,105688391,,60000000
City of Angels,198745923,78745923,120000000,,55000000
The Pacifier,198006880,113006880,85000000,,56000000
Spy Kids,197692062,112692062,85000000,,35000000
Jack the Giant Slayer,197687603,65187603,132500000,12631212,195000000
The Vow,197618160,125014030,72604130,29432338,30000000
Wallace & Gromit: The Curse of the Were-Rabbit,197593152,56068547,141524605,35106285,30000000
Red,196439693,90380162,106059531,43455873,60000000
Stargate,196346004,71346004,125000000,,55000000
50 First Dates,196324496,120776832,75547664,,75000000
Panic Room,196308367,95308367,101000000,,48000000
Anger Management,195660942,135560942,60100000,,56000000
For Your Eyes Only,195300000,54800000,140500000,,28000000
The Other Woman,195111193,83911193,111200000,11949763,40000000
Beowulf,194995215,82195215,112800000,38763948,150000000
Paranormal Activity,194183034,107918810,86264224,17205156,450000
Need for Speed,194169619,43568507,150601112,6837518,66000000
Gnomeo and Juliet,193737977,99967670,93770307,25141562,36000000
The Sum of All Fears,193500000,118471320,75028680,,68000000
The Hunt for Red October,193275519,113485385,79790134,,30000000
The Equalizer,192165283,101530738,90634545,20104995,55000000
The Addams Family,191502246,113502246,78000000,,30000000
Teenage Mutant Ninja Turtles,191369375,124635290,66734085,,13500000
Hollow Man,191200000,73209340,117990660,,90000000
Open Season,191152567,84325668,106826899,97301778,85000000
Tropic Thunder,191091250,110461307,80629943,53382052,90000000
The Longest Yard,190320568,158119460,32201108,,82000000
The Waterboy,190187252,161487252,28700000,,23000000
The Living Daylights,190111813,50096813,140015000,,40000000
Cheaper by the Dozen,189714544,138614544,51100000,,40000000
The Santa Clause,189666650,144700007,44966643,,22000000
Mr. Poppers's Penguins,189624452,68224452,121400000,24622123,55000000
The X Files: Fight the Future,189104508,83826398,105278110,,66000000
Xin Hua Lu Fang,188744961,774961,187970000,,00000
Rambo III,188715611,53715611,135000000,,58000000
Hop,188657593,108085305,80572288,43526506,63000000
The Secret Life of Walter Mitty,188536838,58236838,130300000,9107432,91000000
The Pelican Brief,187995859,100768056,87227803,,45000000
The Intern,187837061,74626709,113210352,,40000000
Walk the Line,187707495,119519402,68188093,159640925,29000000
Heat,187421778,67421778,120000000,,00000
The Final Destination,187384627,66477700,120906927,11473156,40000000
The Grudge,187097624,110175871,76921753,,10000000
The Horse Whisperer,186870763,75370763,111500000,,60000000
Knowing,186450317,79957634,106492683,24790237,50000000
Atlantis: The Lost Empire,186049020,84052762,101996258,,90000000
Paul Blart: Mall Cop,185904750,146336178,39568572,56977664,26000000
I Now Pronounce You Chuck and Larry,185708462,119725280,65983182,69502546,85000000
Inside Man,185677523,88513495,97164028,44876398,50000000
The Spy Who Loved Me,185400000,46800000,138600000,,14000000
In the Line of Fire,185113224,100013224,85100000,,00000
Snow White and the Seven Dwarfs,184925485,184925485,00000,,1488000
Watchmen,184068357,107509799,76558558,64645312,138000000
The Road to Perdition,183354514,104054514,79300000,,80000000
Aliens,183316455,85160248,98156207,,17000000
Gangs of New York,183124621,77730500,105394121,,97000000
Daredevil,182782518,102543518,80239000,,80000000
Sweet Home Alabama,182365114,127214072,55151042,,38000000
Maverick,182303917,100919952,81383965,,00000
Cape Fear,182291969,79091969,103200000,,35000000
While You Were Sleeping,182052361,81052361,101000000,,00000
Octopussy,182040579,62440579,119600000,,27500000
Jupiter Ascending,181982519,47482519,134500000,7584448,179000000
Poseidon,181674817,60674817,121000000,27225583,160000000
The Birdcage,181639840,123939840,57700000,,00000
The First Wives Club,181444419,105444419,76000000,,30000000
Jian Bing Man,181362621,00000,181362621,,00000
Scooby-Doo 2: Monsters Unleashed,181185387,84185387,97000000,,25000000
He's Just Not That Into You,181053657,93953653,87100004,30753096,40000000
Déjà Vu,181038616,64038616,117000000,40599395,80000000
12 Years a Slave,181025343,56671993,124353350,16239069,20000000
Wayne's World,180752584,119352584,61400000,,20000000
The Haunting,180188905,91188905,89000000,,80000000
The Dictator,180148897,59650222,120498675,5526222,65000000
Hugo,180047784,73864507,106183277,19201455,180000000
Flushed Away,179357126,64665672,114691454,81754608,149000000
The League of Extraordinary Gentlemen,179265204,66465204,112800000,,78000000
Moulin Rouge,179213196,57386369,121826827,,53000000
How to Lose a Guy in 10 Days,178890782,105807520,73083262,,50000000
Dangerous Minds,178778149,84778149,94000000,,00000
